,0
4278,몹시
4279,더운
4280,"
"
4281,몹시
4282,두려워서
4283,"
"
4284,몹시
4285,두렵고
4286,"
"
4287,몹시
4288,뒤
4289,엉
4290,키
4291,어
4292,"
"
4293,몹시
4294,딱하고
4295,"
"
4296,몹시
4297,뜨거운
4298,"
"
4299,몹시
4300,뜨겁다
4301,"
"
4302,몹시
4303,멋
4304,없이
4305,"
"
4306,몹시
4307,메스꺼워
4308,"
"
4309,몹시
4310,못마땅하거나
4311,"
"
4312,몹시
4313,못
4314,살게
4315,"
"
4316,몹시
4317,무덥고
4318,"
"
4319,몹시
4320,무서운
4321,"
"
4322,몹시
4323,무섭거나
4324,"
"
4325,몹시
4326,무질서
4327,하게
4328,"
"
4329,몹시
4330,미련
4331,하
4332,거나
4333,"
"
4334,몹시
4335,미련
4336,하고
4337,"
"
4338,몹시
4339,미련
4340,한
4341,"
"
4342,몹시
4343,미움
4344,을
4345,"
"
4346,몹시
4347,바쁘게
4348,"
"
4349,몹시
4350,버릇
4351,없이
4352,"
"
4353,몹시
4354,분하거나
4355,"
"
4356,몹시
4357,분하고
4358,"
"
4359,몹시
4360,분하여
4361,"
"
4362,몹시
4363,불평
4364,스럽게
4365,"
"
4366,몹시
4367,비굴하게
4368,"
"
4369,몹시
4370,사나운
4371,"
"
4372,몹시
4373,사납다
4374,"
"
4375,몹시
4376,살기
4377,"
"
4378,몹시
4379,상하
4380,다
4381,"
"
4382,몹시
4383,상한
4384,"
"
4385,몹시
4386,상함
4387,"
"
4388,몹시
4389,샐
4390,그러
4391,뜨
4392,리
4393,며
4394,"
"
4395,몹시
4396,샘
4397,바르고
4398,"
"
4399,몹시
4400,서두르며
4401,"
"
4402,몹시
4403,성
4404,을
4405,"
"
4406,몹시
4407,소란하고
4408,"
"
4409,몹시
4410,소
4411,모되
4412,어
4413,"
"
4414,몹시
4415,수척하다
4416,"
"
4417,몹시
4418,쉬거나
4419,"
"
4420,몹시
4421,슬퍼하면서
4422,"
"
4423,몹시
4424,슬프게
4425,"
"
4426,몹시
4427,슬프고
4428,"
"
4429,몹시
4430,시끄럽고
4431,"
"
4432,몹시
4433,시끄럽다
4434,"
"
4435,몹시
4436,시들한
4437,"
"
4438,몹시
4439,시장
4440,하
4441,거나
4442,"
"
4443,몹시
4444,시큰둥한
4445,"
"
4446,몹시
4447,싫어하는
4448,"
"
4449,몹시
4450,싫어하여
4451,"
"
4452,몹시
4453,싫어함을
4454,"
"
4455,몹시
4456,심하게
4457,"
"
4458,몹시
4459,심하여
4460,"
"
4461,몹시
4462,심한
4463,"
"
4464,몹시
4465,싱겁게
4466,"
"
4467,몹시
4468,싸늘한
4469,"
"
4470,몹시
4471,쑤시고
4472,"
"
4473,몹시
4474,쓰리고
4475,"
"
4476,몹시
4477,씁쓰레하게
4478,"
"
4479,몹시
4480,아니꼽다
4481,"
"
4482,몹시
4483,아리
4484,고
4485,"
"
4486,몹시
4487,아쉽다
4488,"
"
4489,몹시
4490,아프거나
4491,"
"
4492,몹시
4493,아프게
4494,"
"
4495,몹시
4496,아프고
4497,"
"
4498,몹시
4499,아픈
4500,"
"
4501,몹시
4502,악독하게
4503,"
"
4504,몹시
4505,악한
4506,"
"
4507,몹시
4508,안타깝게
4509,"
"
4510,몹시
4511,앓는
4512,"
"
4513,몹시
4514,앓다
4515,"
"
4516,몹시
4517,앓음
4518,"
"
4519,몹시
4520,암
4521,상
4522,스럽게
4523,"
"
4524,몹시
4525,애
4526,를
4527,"
"
4528,몹시
4529,애쓰다
4530,"
"
4531,몹시
4532,야위고
4533,"
"
4534,몹시
4535,야윈
4536,"
"
4537,몹시
4538,약하여지는
4539,"
"
4540,몹시
4541,어긋나고
4542,"
"
4543,몹시
4544,어려운
4545,"
"
4546,몹시
4547,어색하거나
4548,"
"
4549,몹시
4550,어수선하게
4551,"
"
4552,몹시
4553,어수선하다
4554,"
"
4555,몹시
4556,어수선한
4557,"
"
4558,몹시
4559,어지러워
4560,"
"
4561,몹시
4562,어지럽고
4563,"
"
4564,몹시
4565,억
4566,누르는
4567,"
"
4568,몹시
4569,억
4570,누르다
4571,"
"
4572,몹시
4573,억울하거나
4574,"
"
4575,몹시
4576,언짢거나
4577,"
"
4578,몹시
4579,얼떨떨하다
4580,"
"
4581,몹시
4582,얽은
4583,"
"
4584,몹시
4585,여윈
4586,"
"
4587,몹시
4588,외로워
4589,하다
4590,"
"
4591,몹시
4592,요망
4593,스럽게
4594,"
"
4595,몹시
4596,우물거리며
4597,"
"
4598,몹시
4599,우물쭈물
4600,하는
4601,"
"
4602,몹시
4603,우직
4604,스럽게
4605,"
"
4606,몹시
4607,울렁거리는
4608,"
"
4609,몹시
4610,울렁거리다
4611,"
"
4612,몹시
4613,원망
4614,스럽고
4615,"
"
4616,몹시
4617,원망하듯
4618,"
"
4619,몹시
4620,위태
4621,로움
4622,"
"
4623,몹시
4624,자지러지게
4625,"
"
4626,몹시
4627,지저분하게
4628,"
"
4629,몹시
4630,지쳐
4631,"
"
4632,몹시
4633,지쳐서
4634,"
"
4635,몹시
4636,지치거나
4637,"
"
4638,몹시
4639,지친
4640,"
"
4641,몹시
4642,찡그리다
4643,"
"
4644,몹시
4645,참혹함을
4646,"
"
4647,몹시
4648,초라하다
4649,"
"
4650,몹시
4651,취하
4652,여
4653,"
"
4654,몹시
4655,침침해지다
4656,"
"
4657,몹시
4658,탄식
4659,하다
4660,"
"
4661,몹시
4662,피곤하거나
4663,"
"
4664,몹시
4665,피로하여
4666,"
"
4667,몹시
4668,하찮고
4669,"
"
4670,몹시
4671,해지
4672,거나
4673,"
"
4674,몹시
4675,허둥거리는
4676,"
"
4677,몹시
4678,허약할
4679,"
"
4680,몹시
4681,허약해진
4682,"
"
4683,몹시
4684,허전하다
4685,"
"
4686,몹시
4687,허전한
4688,"
"
4689,몹시
4690,호
4691,된
4692,"
"
4693,몹시
4694,화가
4695,"
"
4696,몹시
4697,화나게
4698,"
"
4699,몹시
4700,화
4701,를
4702,"
"
4703,몹시
4704,흉악하게
4705,"
"
4706,몹시
4707,흉악하다
4708,"
"
4709,몹시
4710,흉악한
4711,"
"
4712,몹시
4713,흉악함
4714,"
"
4715,몹시
4716,흉하거나
4717,"
"
4718,몹시
4719,흐려지다
4720,"
"
4721,몹시
4722,흐리
4723,멍덩
4724,하
4725,게
4726,"
"
4727,몹시
4728,흥분하거나
4729,"
"
4730,몹시
4731,힘겹게
4732,"
"
4733,몹시
4734,힘들거나
4735,"
"
4736,몹쓸
4737,"
"
4738,몹쓸
4739,행동
4740,을
4741,"
"
4742,못
4743,견디게
4744,"
"
4745,못
4746,견디다
4747,"
"
4748,못
4749,되다
4750,"
"
4751,못
4752,되도록
4753,"
"
4754,못
4755,나게
4756,"
"
4757,못
4758,나고
4759,"
"
4760,못
4761,난
4762,"
"
4763,못
4764,난
4765,사람
4766,"
"
4767,못
4768,난
4769,사람
4770,을
4771,"
"
4772,못
4773,난
4774,사람
4775,의
4776,"
"
4777,못
4778,난
4779,수단
4780,"
"
4781,못
4782,난
4783,짓
4784,"
"
4785,못난이
4786,"
"
4787,못
4788,남
4789,"
"
4790,못
4791,났다
4792,"
"
4793,못
4794,되게
4795,"
"
4796,못
4797,되게
4798,굴어
4799,"
"
4800,못
4801,된
4802,"
"
4803,못
4804,된
4805,꾀
4806,"
"
4807,못
4808,된
4809,꾀
4810,로
4811,"
"
4812,못
4813,된
4814,사람
4815,을
4816,"
"
4817,못
4818,된
4819,사람
4820,이나
4821,"
"
4822,못
4823,된
4824,성품
4825,을
4826,"
"
4827,못
4828,된
4829,일
4830,에
4831,"
"
4832,못
4833,된
4834,일
4835,을
4836,"
"
4837,못
4838,된
4839,입
4840,"
"
4841,못
4842,된
4843,장난
4844,을
4845,"
"
4846,못
4847,된
4848,짓
4849,"
"
4850,못
4851,된
4852,짓
4853,을
4854,"
"
4855,못마땅하거나
4856,"
"
4857,못마땅하게
4858,"
"
4859,못마땅하게
4860,노려보다
4861,"
"
4862,못마땅하게
4863,여겨
4864,"
"
4865,못마땅하게
4866,여기는
4867,"
"
4868,못마땅하게
4869,여기
4870,다
4871,"
"
4872,못마땅하게
4873,여기어
4874,"
"
4875,못마땅하게
4876,여김
4877,"
"
4878,못마땅하게
4879,여김을
4880,"
"
4881,못마땅하다
4882,"
"
4883,못마땅하며
4884,"
"
4885,못마땅하여
4886,"
"
4887,못마땅하여
4888,군소리
4889,를
4890,"
"
4891,못마땅하여
4892,기분
4893,이
4894,"
"
4895,못마땅하여
4896,시들하다
4897,"
"
4898,못마땅하여서
4899,내는
4900,"
"
4901,못마땅한
4902,"
"
4903,못마땅한
4904,것
4905,을
4906,"
"
4907,못마땅한
4908,것
4909,이
4910,"
"
4911,못마땅한
4912,사람
4913,이나
4914,"
"
4915,못마땅할
4916,"
"
4917,못마땅할
4918,때
4919,"
"
4920,못마땅할
4921,때
4922,에
4923,"
"
4924,못마땅해하면서
4925,"
"
4926,못
4927,살게
4928,"
"
4929,못
4930,살게
4931,구
4932,는
4933,"
"
4934,못
4935,살게
4936,군
4937,다는
4938,"
"
4939,못
4940,살게
4941,굴거나
4942,"
"
4943,못
4944,살게
4945,굴다
4946,"
"
4947,못
4948,살게
4949,굴
4950,며
4951,"
"
4952,못
4953,생겨서
4954,"
"
4955,못
4956,생겨서
4957,흉하게
4958,"
"
4959,못
4960,생겼다
4961,"
"
4962,못
4963,생기다
4964,"
"
4965,못
4966,생김
4967,"
"
4968,못
4969,하
4970,거나
4971,"
"
4972,못
4973,하게
4974,"
"
4975,못
4976,하게
4977,되다
4978,"
"
4979,못
4980,하게
4981,망치
4982,다
4983,"
"
4984,못
4985,하게
4986,방해
4987,하다
4988,"
"
4989,못
4990,하게
4991,하다
4992,"
"
4993,못
4994,하겠다고
4995,"
"
4996,못
4997,하겠다고
4998,버티다
4999,"
"
5000,못
5001,하고
5002,"
"
5003,못
5004,하고
5005,나쁘다
5006,"
"
5007,못
5008,하고
5009,몸
5010,져
5011,눕는
5012,"
"
5013,못
5014,하고
5015,실없이
5016,"
"
5017,못
5018,하고
5019,어물어물
5020,하다
5021,"
"
5022,못
5023,하고
5024,엉
5025,성하고
5026,"
"
5027,못
5028,하고
5029,쪼들리게
5030,"
"
5031,못
5032,하고
5033,허
5034,술
5035,한
5036,"
"
5037,못
5038,하는
5039,결점
5040,"
"
5041,못
5042,하는
5043,상태
5044,가
5045,"
"
5046,못
5047,하다
5048,"
"
5049,못
5050,하도록
5051,억지로
5052,"
"
5053,못
5054,하여
5055,당하다
5056,"
"
5057,못
5058,하여
5059,안타깝다
5060,"
"
5061,못
5062,하여
5063,어수선하고
5064,"
"
5065,못
5066,한
5067,데
5068,가
5069,"
"
5070,못
5071,한
5072,상태
5073,이다
5074,"
"
5075,못
5076,한
5077,형편
5078,을
5079,"
"
5080,몽땅
5081,빼앗거나
5082,"
"
5083,몽땅
5084,없애다
5085,"
"
5086,무가치하고
5087,"
"
5088,무가치하고
5089,무의미하게
5090,"
"
5091,무거운
5092,걸음
5093,으로
5094,"
"
5095,무거운
5096,기운
5097,이
5098,"
"
5099,무거운
5100,발걸음
5101,으로
5102,"
"
5103,무거운
5104,분위기
5105,나
5106,"
"
5107,무겁고
5108,투
5109,박하다
5110,"
"
5111,무관심하다
5112,"
"
5113,무기
5114,력
5115,"
"
5116,무기
5117,력
5118,한
5119,"
"
5120,무너
5121,뜨리다
5122,"
"
5123,무너지게
5124,"
"
5125,무너지게
5126,하다
5127,"
"
5128,무너지는
5129,"
"
5130,무너지는
5131,소리
5132,가
5133,"
"
5134,무너지다
5135,"
"
5136,무너짐
5137,"
"
5138,무뇌충
5139,"
"
5140,무단
5141,결석
5142,"
"
5143,무단
5144,결석
5145,"
"
5146,무더위
5147,로
5148,"
"
5149,무
5150,디다
5151,"
"
5152,무례하다
5153,"
"
5154,무례한
5155,"
"
5156,무례한
5157,것
5158,으로
5159,"
"
5160,무례한
5161,데
5162,가
5163,"
"
5164,무례한
5165,사람
5166,을
5167,"
"
5168,무례함
5169,"
"
5170,무분별
5171,한
5172,"
"
5173,무서운
5174,"
"
5175,무서운
5176,꿈
5177,에
5178,"
"
5179,무서운
5180,느낌
5181,이
5182,"
"
5183,무서운
5184,말
5185,이나
5186,"
"
5187,무서운
5188,사람
5189,"
"
5190,무서울
5191,"
"
5192,무서울
5193,정도
5194,로
5195,"
"
5196,무서움
5197,"
"
5198,무서움
5199,때문
5200,에
5201,"
"
5202,무서움
5203,을
5204,"
"
5205,무서움
5206,을
5207,느낄
5208,"
"
5209,무서워
5210,"
"
5211,무서워서
5212,"
"
5213,무서워서
5214,간신히
5215,"
"
5216,무서워서
5217,지르는
5218,"
"
5219,무서워하는
5220,"
"
5221,무서워하는
5222,증상
5223,"
"
5224,무서워하여
5225,"
"
5226,무섭거나
5227,"
"
5228,무섭거나
5229,놀라서
5230,"
"
5231,무섭거나
5232,두려운
5233,"
"
5234,무섭거나
5235,아파서
5236,"
"
5237,무섭거나
5238,징그러울
5239,"
"
5240,무섭거나
5241,차가
5242,움
5243,을
5244,"
"
5245,무섭거나
5246,추워서
5247,"
"
5248,무섭고
5249,"
"
5250,무섭고
5251,끔찍하다
5252,"
"
5253,무섭고
5254,끔찍한
5255,"
"
5256,무섭고
5257,두려워서
5258,"
"
5259,무섭기까지
5260,"
"
5261,무섭다
5262,"
"
5263,무시
5264,당하다
5265,"
"
5266,무안
5267,을
5268,"
"
5269,무안
5270,을
5271,당하거나
5272,"
"
5273,무안
5274,을
5275,당하다
5276,"
"
5277,무안하거나
5278,"
"
5279,무안하고
5280,"
"
5281,무안하고
5282,부끄럽게
5283,"
"
5284,무안하고
5285,부끄럽다
5286,"
"
5287,무엇
5288,을
5289,보고
5290,도
5291,제대로
5292,알
5293,지
5294,못
5295,하는
5296,사람
5297,"
"
5298,무엇
5299,을
5300,잃거나
5301,"
"
5302,무의미하게
5303,"
"
5304,무의미하다
5305,"
"
5306,무
5307,의하다
5308,"
"
5309,무자비하다
5310,"
"
5311,무정한
5312,"
"
5313,무정한
5314,행동
5315,이나
5316,"
"
5317,무지하고
5318,"
"
5319,무지하고
5320,포악하며
5321,"
"
5322,무지하고
5323,하찮은
5324,"
"
5325,무질서
5326,하게
5327,"
"
5328,무질서
5329,하게
5330,고부
5331,라
5332,져
5333,"
"
5334,무질서
5335,하게
5336,몰려드는
5337,"
"
5338,무질서
5339,하게
5340,부러지거나
5341,"
"
5342,무질서
5343,하게
5344,일어나는
5345,"
"
5346,무질서
5347,하고
5348,"
"
5349,무질서
5350,한
5351,"
"
5352,무질서
5353,한
5354,정치
5355,"
"
5356,무책임
5357,"
"
5358,무책임하다
5359,"
"
5360,문란하게
5361,"
"
5362,물건
5363,을
5364,훔쳐
5365,"
"
5366,물건
5367,을
5368,훔치려고
5369,"
"
5370,물건
5371,을
5372,훔친다는
5373,"
"
5374,뭐
5375,서
5376,워
5377,서
5378,자꾸
5379,"
"
5380,미개하여
5381,"
"
5382,미개한
5383,"
"
5384,미
5385,덥지
5386,못
5387,하게
5388,"
"
5389,미
5390,덥지
5391,못
5392,하다
5393,"
"
5394,미
5395,덥지
5396,못
5397,한
5398,"
"
5399,미
5400,덥지
5401,못
5402,한
5403,행동
5404,을
5405,"
"
5406,미
5407,덥지
5408,아니하고
5409,"
"
5410,미
5411,덥지
5412,아니한
5413,"
"
5414,미
5415,덥지
5416,않은
5417,"
"
5418,미련
5419,이
5420,"
"
5421,미련
5422,이
5423,남아
5424,"
"
5425,미련
5426,하
5427,거나
5428,"
"
5429,미련
5430,하고
5431,"
"
5432,미련
5433,하고
5434,험상궃
5435,은
5436,"
"
5437,미련
5438,하다
5439,"
"
5440,미련
5441,하여
5442,"
"
5443,미련
5444,한
5445,"
"
5446,미련
5447,한
5448,데
5449,가
5450,"
"
5451,미련
5452,한
5453,사람
5454,을
5455,"
"
5456,미안하고
5457,딱하게
5458,"
"
5459,미안하고
5460,딱하다
5461,"
"
5462,미안하여
5463,어색하다
5464,"
"
5465,미운
5466,"
"
5467,미운
5468,듯
5469,한
5470,"
"
5471,미운
5472,듯
5473,한
5474,데
5475,가
5476,"
"
5477,미운
5478,사람
5479,을
5480,"
"
5481,미운
5482,얼굴
5483,이나
5484,"
"
5485,미운
5486,짓
5487,을
5488,"
"
5489,미움
5490,을
5491,"
"
5492,미움
5493,을
5494,받을
5495,"
"
5496,미움
5497,을
5498,받을
5499,만
5500,한
5501,"
"
5502,미워하고
5503,"
"
5504,미워하고
5505,깎아
5506,내리려
5507,"
"
5508,미워하고
5509,꺼림
5510,"
"
5511,미워하는
5512,"
"
5513,미워하는
5514,감정
5515,"
"
5516,미워하는
5517,기색
5518,"
"
5519,미워하는
5520,마음
5521,"
"
5522,미워하는
5523,생각
5524,이나
5525,"
"
5526,미워하다
5527,"
"
5528,미워할
5529,"
"
5530,미워함
5531,"
"
5532,미워함을
5533,"
"
5534,미워함을
5535,이르는
5536,"
"
5537,미워해
5538,"
"
5539,미천한
5540,"
"
5541,미천한
5542,사람
5543,을
5544,"
"
5545,미치겠다
5546,"
"
5547,미친
5548,"
"
5549,미친
5550,사람
5551,처럼
5552,"
"
5553,미친
5554,증세
5555,가
5556,"
"
5557,미혹
5558,한
5559,"
"
5560,미혹
5561,한
5562,마음
5563,"
"
5564,믿지
5565,못
5566,하는
5567,"
"
5568,믿지
5569,못
5570,하다
5571,"
"
5572,믿지
5573,못
5574,할
5575,"
"
5576,믿지
5577,아니하거나
5578,"
"
5579,밉게
5580,"
"
5581,밉게
5582,노
5583,는
5584,"
"
5585,밉게
5586,보이는
5587,"
"
5588,밉게
5589,생긴
5590,"
"
5591,밉게
5592,여기거나
5593,"
"
5594,밉게
5595,여기는
5596,"
"
5597,밉다
5598,"
"
5599,밉
5600,살
5601,스러운
5602,"
"
5603,밉
5604,살
5605,스러운
5606,데
5607,가
5608,"
"
5609,밉
5610,살
5611,스럽게
5612,"
"
5613,밉
5614,살
5615,스럽게
5616,달라붙어
5617,"
"
5618,밉
5619,살
5620,스럽게
5621,이리저리
5622,로
5623,"
"
5624,밉
5625,살
5626,스럽게
5627,재
5628,깔이며
5629,"
"
5630,밉
5631,살
5632,스럽게
5633,지껄이며
5634,"
"
5635,밉
5636,살
5637,스럽고
5638,"
"
5639,밉
5640,살
5641,스럽고
5642,짓궃
5643,게
5644,"
"
5645,바보
5646,"
"
5647,박탈
5648,되고
5649,"
"
5650,박탈
5651,되어
5652,"
"
5653,박탈
5654,하고
5655,"
"
5656,박탈
5657,하다
5658,"
"
5659,박탈
5660,하여
5661,"
"
5662,박할
5663,"
"
5664,박할하다
5665,"
"
5666,반기
5667,지
5668,않는
5669,"
"
5670,반대
5671,하
5672,거나
5673,"
"
5674,반대
5675,하다
5676,"
"
5677,반란
5678,"
"
5679,반반하게
5680,"
"
5681,반반하게
5682,생긴
5683,"
"
5684,반발
5685,하다
5686,"
"
5687,반신불수
5688,가
5689,"
"
5690,반신불수
5691,가
5692,되는
5693,"
"
5694,반역
5695,"
"
5696,반역
5697,을
5698,"
"
5699,반역
5700,을
5701,꾀함
5702,"
"
5703,반항
5704,하다
5705,"
"
5706,반항
5707,하려는
5708,"
"
5709,반항
5710,하려는
5711,말
5712,이나
5713,"
"
5714,반항
5715,하여
5716,"
"
5717,받는
5718,괴로움
5719,"
"
5720,받는
5721,벌
5722,"
"
5723,받는
5724,재앙
5725,"
"
5726,받는
5727,해
5728,"
"
5729,받아들여지지
5730,않고
5731,"
"
5732,받아들이
5733,기
5734,는커녕
5735,"
"
5736,받아들이지
5737,않고
5738,"
"
5739,발기
5740,불능
5741,"
"
5742,발끈
5743,성
5744,을
5745,"
"
5746,발끈대다
5747,"
"
5748,발육
5749,이
5750,장애
5751,를
5752,"
"
5753,발작
5754,"
"
5755,밥
5756,이나
5757,축
5758,내는
5759,"
"
5760,방정
5761,"
"
5762,방정
5763,맞게
5764,"
"
5765,방정
5766,맞게
5767,계속
5768,"
"
5769,방정
5770,맞게
5771,까불거나
5772,"
"
5773,방정
5774,맞게
5775,까불며
5776,"
"
5777,방정
5778,맞게
5779,오
5780,몰
5781,거리
5782,며
5783,"
"
5784,방정
5785,맞게
5786,움직이거나
5787,"
"
5788,방정
5789,맞게
5790,움직
5791,이며
5792,"
"
5793,방정
5794,맞게
5795,행동
5796,하다
5797,"
"
5798,방정
5799,맞고
5800,"
"
5801,방정
5802,맞은
5803,"
"
5804,방정
5805,맞은
5806,사람
5807,을
5808,"
"
5809,방정
5810,을
5811,떠는
5812,"
"
5813,방정
5814,을
5815,떨다
5816,"
"
5817,방탕하게
5818,"
"
5819,방탕하게
5820,놀기를
5821,"
"
5822,방탕하게
5823,놀아나는
5824,"
"
5825,방탕하고
5826,"
"
5827,방탕한
5828,"
"
5829,방탕한
5830,기질
5831,"
"
5832,방탕한
5833,짓
5834,을
5835,"
"
5836,방해
5837,가
5838,"
"
5839,방해
5840,가
5841,되거나
5842,"
"
5843,방해
5844,가
5845,되는
5846,"
"
5847,방해
5848,가
5849,되다
5850,"
"
5851,방
5852,해하거나
5853,"
"
5854,방
5855,해하거나
5856,막다
5857,"
"
5858,방해
5859,하는
5860,"
"
5861,방해
5862,하는
5863,악업
5864,을
5865,"
"
5866,방해
5867,하는
5868,조건
5869,"
"
5870,방해
5871,하는
5872,짓
5873,"
"
5874,방해
5875,하는
5876,짓
5877,을
5878,"
"
5879,방해
5880,하다
5881,"
"
5882,방해
5883,하던
5884,"
"
5885,방해
5886,하던
5887,일
5888,"
"
5889,방해
5890,하여
5891,"
"
5892,방해
5893,함
5894,"
"
5895,배
5896,를
5897,곯다
5898,"
"
5899,배반
5900,하다
5901,"
"
5902,배
5903,반함
5904,"
"
5905,배신
5906,하다
5907,"
"
5908,배신
5909,하여
5910,"
"
5911,배은망덕
5912,"
"
5913,배척
5914,되다
5915,"
"
5916,배척
5917,하다
5918,"
"
5919,배탈
5920,"
"
5921,버겁다
5922,"
"
5923,버
5924,그러져
5925,"
"
5926,버
5927,그러진
5928,"
"
5929,버
5930,그러진
5931,데
5932,가
5933,"
"
5934,버
5935,그러진
5936,모양
5937,"
"
5938,버려
5939,두어
5940,"
"
5941,버려지다
5942,"
"
5943,버릇
5944,없게
5945,"
"
5946,버릇
5947,없게
5948,굴다
5949,"
"
5950,버릇
5951,없고
5952,"
"
5953,버릇
5954,없는
5955,"
"
5956,버릇
5957,없는
5958,짓
5959,을
5960,"
"
5961,버릇
5962,없이
5963,"
"
5964,버릇
5965,없이
5966,"
"
5967,버릇
5968,없이
5969,경솔하게
5970,"
"
5971,버릇
5972,없이
5973,구
5974,는
5975,"
"
5976,버릇
5977,없이
5978,구
5979,는
5980,태도
5981,로
5982,"
"
5983,버릇
5984,없이
5985,굴다
5986,"
"
5987,버릇
5988,없이
5989,까부는
5990,"
"
5991,버릇
5992,없이
5993,까불다
5994,"
"
5995,버릇
5996,없이
5997,행동
5998,하는
5999,"
"
6000,버릇
6001,없이
6002,행동
6003,하다
6004,"
"
6005,버릇
6006,없이
6007,흔들거나
6008,"
"
6009,버릇
6010,이
6011,없거나
6012,"
"
6013,버릇
6014,이
6015,없다
6016,"
"
6017,버리다
6018,"
"
6019,버린다는
6020,"
"
6021,버젓하
6022,지
6023,못
6024,하다
6025,"
"
6026,버티거나
6027,반항
6028,하다
6029,"
"
6030,번거로운
6031,"
"
6032,번거로운
6033,일
6034,을
6035,"
"
6036,번거롭게
6037,"
"
6038,번거롭게
6039,굴어
6040,"
"
6041,번거롭다
6042,"
"
6043,벌
6044,"
"
6045,벌
6046,로
6047,"
"
6048,벌
6049,로
6050,내는
6051,"
"
6052,벌
6053,받을
6054,"
"
6055,벌
6056,받을
6057,일
6058,을
6059,"
"
6060,벌
6061,을
6062,받다
6063,"
"
6064,범인
6065,"
"
6066,범죄
6067,"
"
6068,범죄
6069,사실
6070,을
6071,"
"
6072,범죄
6073,행위
6074,나
6075,"
"
6076,범죄
6077,로
6078,"
"
6079,범죄
6080,로
6081,인해
6082,"
"
6083,범죄
6084,를
6085,"
"
6086,범죄
6087,를
6088,저지르도록
6089,"
"
6090,범죄
6091,를
6092,저지른
6093,"
"
6094,범죄
6095,를
6096,한
6097,"
"
6098,범죄
6099,에
6100,"
"
6101,범죄
6102,에
6103,가담
6104,시키거나
6105,"
"
6106,범죄
6107,에
6108,의하여
6109,"
"
6110,범죄자
6111,들
6112,의
6113,"
"
6114,범죄
6115,적
6116,인
6117,"
"
6118,범죄
6119,적
6120,인
6121,행위
6122,"
"
6123,법률
6124,에
6125,위반
6126,되어
6127,"
"
6128,법
6129,을
6130,위반
6131,한
6132,"
"
6133,벗어나
6134,틀어지다
6135,"
"
6136,벼슬
6137,을
6138,박탈
6139,하고
6140,"
"
6141,벼슬
6142,이
6143,박탈
6144,되고
6145,"
"
6146,변변찮
6147,은
6148,"
"
6149,변변찮
6150,은
6151,고통
6152,이나
6153,"
"
6154,변
6155,변치
6156,못
6157,하
6158,거나
6159,"
"
6160,변
6161,변치
6162,못
6163,한
6164,"
"
6165,변
6166,변하지
6167,못
6168,하여
6169,"
"
6170,변
6171,변하지
6172,못
6173,한
6174,"
"
6175,변사
6176,하다
6177,"
"
6178,볍신
6179,"
"
6180,병
6181,"
"
6182,병
6183,따위
6184,로
6185,"
"
6186,병독
6187,"
"
6188,병독
6189,이
6190,옮
6191,아
6192,"
"
6193,병든
6194,"
"
6195,병든
6196,몸
6197,으로
6198,"
"
6199,병들거나
6200,"
"
6201,병들어
6202,"
"
6203,병세
6204,가
6205,"
"
6206,병세
6207,가
6208,지독하여
6209,"
"
6210,병신
6211,이나
6212,"
"
6213,병신
6214,이나
6215,다름없는
6216,"
"
6217,병
6218,에서
6219,"
"
6220,병
6221,으로
6222,"
"
6223,병
6224,으로
6225,인하여
6226,"
"
6227,병
6228,을
6229,"
"
6230,병
6231,을
6232,앓거나
6233,"
"
6234,병
6235,을
6236,앓고
6237,"
"
6238,병
6239,을
6240,앓는
6241,"
"
6242,병
6243,의
6244,기운
6245,이
6246,"
"
6247,병
6248,이
6249,"
"
6250,병
6251,이
6252,나거나
6253,"
"
6254,병
6255,이
6256,나다
6257,"
"
6258,병
6259,이
6260,나서
6261,"
"
6262,병
6263,이
6264,남
6265,"
"
6266,병
6267,이
6268,생겨
6269,"
"
6270,병
6271,이
6272,잦음
6273,"
"
6274,병
6275,이나
6276,"
"
6277,병
6278,이나
6279,과로
6280,"
"
6281,병
6282,이다
6283,"
"
6284,병적
6285,상태
6286,"
"
6287,병적
6288,증상
6289,"
"
6290,병적
6291,으로
6292,"
"
6293,병적
6294,으로
6295,싫어하고
6296,"
"
6297,병적
6298,인
6299,"
"
6300,병적
6301,인
6302,강박
6303,"
"
6304,병적
6305,인
6306,증상
6307,"
"
6308,병증
6309,"
"
6310,병증
6311,으로
6312,"
"
6313,병증
6314,을
6315,"
"
6316,보기
6317,거북하다
6318,"
"
6319,보기
6320,사납게
6321,"
"
6322,보기
6323,싫게
6324,"
"
6325,보기
6326,흉하게
6327,"
"
6328,보기
6329,흉할
6330,"
"
6331,보기
6332,에
6333,가량
6334,맞고
6335,"
"
6336,보기
6337,에
6338,가엾고
6339,"
"
6340,보기
6341,에
6342,딱하여
6343,"
"
6344,보기
6345,에
6346,무정한
6347,"
"
6348,보기
6349,에
6350,무지하고
6351,"
"
6352,보기
6353,에
6354,미련
6355,하고
6356,"
"
6357,보기
6358,에
6359,부끄러운
6360,"
"
6361,보기
6362,에
6363,싫다
6364,"
"
6365,보기
6366,에
6367,싫은
6368,"
"
6369,보기
6370,에
6371,야
6372,멸치
6373,고
6374,"
"
6375,보기
6376,에
6377,언짢거나
6378,"
"
6379,보기
6380,에
6381,언짢을
6382,"
"
6383,보기
6384,에
6385,욕심
6386,이
