,0
12434,"
"
12435,일
12436,을
12437,방해
12438,함
12439,"
"
12440,일
12441,을
12442,잘못
12443,하여
12444,"
"
12445,일이
12446,나쁘거나
12447,"
"
12448,일이
12449,못마땅할
12450,"
"
12451,일이
12452,잘
12453,못
12454,되어
12455,"
"
12456,일이
12457,잘
12458,못
12459,되었거나
12460,"
"
12461,입
12462,을
12463,경망
12464,스럽게
12465,"
"
12466,입
12467,을
12468,방정
12469,맞게
12470,"
"
12471,자괴
12472,"
"
12473,자괴
12474,감
12475,"
"
12476,자기
12477,의
12478,병
12479,을
12480,"
"
12481,자기
12482,편
12483,을
12484,배신
12485,하여
12486,"
"
12487,자꾸
12488,가치
12489,작
12490,거리
12491,는
12492,"
"
12493,자꾸
12494,거북하다
12495,"
"
12496,자꾸
12497,거북한
12498,"
"
12499,자꾸
12500,거슬리거나
12501,"
"
12502,자꾸
12503,경망
12504,스럽게
12505,"
"
12506,자꾸
12507,경솔하게
12508,"
"
12509,자꾸
12510,귀찮게
12511,"
"
12512,자꾸
12513,불만
12514,스럽게
12515,"
"
12516,자꾸
12517,불평
12518,을
12519,"
"
12520,자꾸
12521,불평
12522,하는
12523,"
"
12524,자꾸
12525,불평
12526,하다
12527,"
"
12528,자꾸
12529,비굴하게
12530,"
"
12531,자꾸
12532,빈정거리다
12533,"
"
12534,자꾸
12535,빤
12536,빤스럽게
12537,"
"
12538,자꾸
12539,뻔뻔스럽게
12540,"
"
12541,자꾸
12542,시름시름
12543,"
"
12544,자꾸
12545,얄미울
12546,"
"
12547,자꾸
12548,얄밉게
12549,"
"
12550,자꾸
12551,울거나
12552,"
"
12553,자꾸
12554,울다
12555,"
"
12556,자꾸
12557,울음
12558,이
12559,"
"
12560,자꾸
12561,좀
12562,스럽게
12563,"
"
12564,자꾸
12565,좀스럽고
12566,"
"
12567,자꾸
12568,짓궂은
12569,"
"
12570,자신
12571,에게
12572,해
12573,가
12574,"
"
12575,자신
12576,을
12577,옭
12578,아
12579,묶다
12580,"
"
12581,자신
12582,을
12583,옭
12584,아
12585,묶음
12586,"
"
12587,자신
12588,을
12589,책망
12590,하다
12591,"
"
12592,자신
12593,을
12594,책망
12595,함
12596,"
"
12597,자폐
12598,하다
12599,"
"
12600,자해
12601,"
"
12602,잔인하다
12603,"
"
12604,잔인한
12605,"
"
12606,잔인한
12607,모양
12608,"
"
12609,잔인한
12610,사람
12611,을
12612,"
"
12613,잔인한
12614,형벌
12615,에
12616,"
"
12617,잗달
12618,고
12619,"
"
12620,잘
12621,다투는
12622,"
"
12623,잘
12624,다투다
12625,"
"
12626,잘
12627,못
12628,하
12629,거나
12630,"
"
12631,잘못
12632,"
"
12633,잘못
12634,생각
12635,하다
12636,"
"
12637,잘못
12638,써서
12639,"
"
12640,잘못
12641,판단
12642,하
12643,거나
12644,"
"
12645,잘못되
12646,기를
12647,바라면서
12648,"
"
12649,잘
12650,못
12651,되는
12652,"
"
12653,잘
12654,못
12655,되는
12656,것
12657,을
12658,"
"
12659,잘
12660,못
12661,되어
12662,"
"
12663,잘
12664,못
12665,되었거나
12666,"
"
12667,잘
12668,못
12669,되었을
12670,"
"
12671,잘
12672,못
12673,되었을
12674,때
12675,도
12676,"
"
12677,잘
12678,못
12679,된
12680,"
"
12681,잘
12682,못
12683,된
12684,것
12685,을
12686,"
"
12687,잘
12688,못
12689,된
12690,견해
12691,"
"
12692,잘
12693,못
12694,된
12695,대답
12696,을
12697,"
"
12698,잘
12699,못
12700,된
12701,염탐
12702,"
"
12703,잘
12704,못
12705,된
12706,허물
12707,을
12708,"
"
12709,잘못
12710,에
12711,"
"
12712,잘못
12713,에
12714,대하
12715,여
12716,"
"
12717,잘못
12718,을
12719,"
"
12720,잘못
12721,을
12722,꾸짖거나
12723,"
"
12724,잘못
12725,을
12726,꾸짖다
12727,"
"
12728,잘못
12729,을
12730,꾸짖음
12731,"
"
12732,잘못
12733,을
12734,저지른
12735,"
"
12736,잘못
12737,을
12738,지적
12739,받거나
12740,"
"
12741,잘못
12742,이
12743,"
"
12744,잘못
12745,이
12746,생겨나게
12747,"
"
12748,잘못
12749,이나
12750,"
"
12751,잘못
12752,이나
12753,결함
12754,을
12755,"
"
12756,잘못하거나
12757,"
"
12758,잘못
12759,하다
12760,"
"
12761,잘못
12762,하다가는
12763,꼴
12764,로
12765,"
"
12766,잘못
12767,하면
12768,꼴
12769,로
12770,"
"
12771,잘못
12772,하여
12773,"
"
12774,잘
12775,못
12776,함
12777,"
"
12778,잘
12779,하지
12780,못
12781,하는
12782,"
"
12783,잘
12784,하지
12785,못
12786,하여
12787,"
"
12788,잘
12789,해
12790,내지
12791,못
12792,하는
12793,"
"
12794,잡되
12795,고
12796,"
"
12797,잡되
12798,고
12799,상
12800,스럽다
12801,"
"
12802,잡
12803,스러운
12804,"
"
12805,잡
12806,스러운
12807,느낌
12808,이
12809,"
"
12810,잡
12811,스럽게
12812,"
"
12813,잡
12814,스럽게
12815,굴다
12816,"
"
12817,잡
12818,스럽다
12819,"
"
12820,장애
12821,"
"
12822,장애
12823,가
12824,"
"
12825,장애
12826,가
12827,따르고
12828,"
"
12829,장애
12830,가
12831,있어
12832,"
"
12833,장애
12834,로
12835,"
"
12836,장애
12837,를
12838,"
"
12839,장애
12840,를
12841,만나
12842,"
"
12843,장애
12844,를
12845,받거나
12846,"
"
12847,장애
12848,를
12849,받아
12850,"
"
12851,장애물
12852,을
12853,"
"
12854,장애인
12855,"
"
12856,재난
12857,"
"
12858,재물
12859,에
12860,인색한
12861,"
"
12862,재수
12863,없게
12864,"
"
12865,재앙
12866,"
"
12867,재앙
12868,이
12869,"
"
12870,재앙
12871,이나
12872,"
"
12873,재해
12874,를
12875,입은
12876,"
"
12877,재해
12878,와
12879,"
"
12880,재해
12881,와
12882,돌림병
12883,을
12884,"
"
12885,저급한
12886,"
"
12887,저
12888,버리다
12889,"
"
12890,저주
12891,"
"
12892,저주
12893,의
12894,"
"
12895,저주
12896,의
12897,뜻
12898,으로
12899,"
"
12900,저주
12901,하는
12902,"
"
12903,저주
12904,하는
12905,말
12906,"
"
12907,저주
12908,하는
12909,말
12910,을
12911,"
"
12912,저주
12913,하여
12914,"
"
12915,저질러진
12916,범죄
12917,"
"
12918,적대
12919,적
12920,으로
12921,"
"
12922,적대
12923,적
12924,으로
12925,대하
12926,다
12927,"
"
12928,적수
12929,를
12930,미워하다
12931,"
"
12932,적절
12933,치
12934,아니하다
12935,"
"
12936,전염
12937,되는
12938,병
12939,"
"
12940,전전긍긍
12941,"
"
12942,전전긍긍
12943,하다
12944,"
"
12945,절도
12946,질
12947,"
"
12948,절망
12949,"
"
12950,절망
12951,스럽다
12952,"
"
12953,절망
12954,에
12955,"
"
12956,절망
12957,에
12958,빠져
12959,"
"
12960,절망
12961,으로
12962,"
"
12963,절망
12964,적
12965,이다
12966,"
"
12967,절망
12968,하다
12969,"
"
12970,점잖이
12971,아니하게
12972,"
"
12973,점잖지
12974,못
12975,하고
12976,"
"
12977,점잖지
12978,아니하게
12979,"
"
12980,점잖지
12981,아니하여
12982,"
"
12983,정다운
12984,맛
12985,이
12986,없고
12987,"
"
12988,정답
12989,지
12990,않고
12991,"
"
12992,정당하지
12993,못
12994,한
12995,"
"
12996,정당하지
12997,않은
12998,"
"
12999,정돈
13000,되지
13001,아니하여
13002,"
"
13003,정돈
13004,이
13005,되지
13006,아니하여
13007,"
"
13008,정신
13009,분열
13010,병
13011,"
"
13012,정신
13013,질환
13014,"
"
13015,정신병
13016,"
"
13017,정신
13018,을
13019,못
13020,차리고
13021,"
"
13022,정신
13023,을
13024,잃고
13025,"
"
13026,정신
13027,을
13028,잃는다
13029,"
"
13030,정신
13031,을
13032,차리지
13033,못
13034,하고
13035,"
"
13036,정신
13037,적
13038,고통
13039,이
13040,"
"
13041,정신질환
13042,"
"
13043,제대로
13044,되지
13045,않아
13046,"
"
13047,제대로
13048,하지
13049,못
13050,하고
13051,"
"
13052,제대로
13053,하지
13054,아니하는
13055,"
"
13056,제한
13057,적
13058,"
"
13059,제한
13060,적
13061,인
13062,"
"
13063,조
13064,걸위
13065,악하다
13066,"
"
13067,조금
13068,거북하다
13069,"
"
13070,조금
13071,거
13072,추장
13073,스러워서
13074,"
"
13075,조금
13076,거
13077,추장
13078,스럽게
13079,"
"
13080,조금
13081,괴롭게
13082,"
"
13083,조금
13084,나빠진
13085,"
"
13086,조금
13087,멋
13088,없게
13089,"
"
13090,조금
13091,멋
13092,없이
13093,"
"
13094,조금
13095,못마땅하게
13096,"
"
13097,조금
13098,밉
13099,살
13100,스럽고
13101,"
"
13102,조금
13103,방해
13104,가
13105,"
"
13106,조금
13107,성가실
13108,"
"
13109,조금
13110,싫증
13111,이
13112,"
"
13113,조금
13114,암
13115,상
13116,스럽게
13117,"
"
13118,조금
13119,언짢거나
13120,"
"
13121,조금
13122,언짢고
13123,"
"
13124,조롱
13125,할
13126,때
13127,"
"
13128,조리
13129,없는
13130,"
"
13131,조리
13132,없이
13133,"
"
13134,조리
13135,에
13136,맞지
13137,아니하는
13138,"
"
13139,조상
13140,을
13141,욕
13142,되게
13143,"
"
13144,조촐하지
13145,못
13146,하여
13147,"
"
13148,족치는
13149,"
"
13150,족치는
13151,일
13152,"
"
13153,존못
13154,"
"
13155,졸도
13156,"
"
13157,좀
13158,고까
13159,워
13160,하
13161,는
13162,"
"
13163,좀
13164,볼품
13165,없이
13166,"
"
13167,좀
13168,불평
13169,스럽게
13170,"
"
13171,좀
13172,천박하게
13173,"
"
13174,좀
13175,천하다
13176,"
"
13177,좀스러워
13178,"
"
13179,좀
13180,스럽게
13181,"
"
13182,좀
13183,스럽게
13184,계속
13185,"
"
13186,좀
13187,스럽게
13188,구
13189,는
13190,"
"
13191,좀
13192,스럽게
13193,굴다
13194,"
"
13195,좀
13196,스럽게
13197,꼬물거리
13198,는
13199,"
"
13200,좀
13201,스럽게
13202,꾸물거리다
13203,"
"
13204,좀
13205,스럽게
13206,눈치
13207,를
13208,"
"
13209,좀
13210,스럽게
13211,말
13212,하다
13213,"
"
13214,좀
13215,스럽게
13216,생긴
13217,"
"
13218,좀
13219,스럽게
13220,움직이는
13221,"
"
13222,좀
13223,스럽게
13224,움직
13225,이다
13226,"
"
13227,좀
13228,스럽게
13229,자꾸
13230,"
"
13231,좀
13232,스럽게
13233,지껄이는
13234,"
"
13235,좀
13236,스럽게
13237,짓궃
13238,은
13239,"
"
13240,좀
13241,스럽게
13242,짖궂은
13243,"
"
13244,좀
13245,스럽게
13246,충
13247,동
13248,질
13249,을
13250,"
"
13251,좀
13252,스럽게
13253,하다
13254,"
"
13255,좀
13256,스럽게
13257,혼잣말
13258,로
13259,"
"
13260,좀스럽고
13261,"
"
13262,좀스럽고
13263,까다롭다
13264,"
"
13265,좀스럽고
13266,비굴하게
13267,"
"
13268,좀스럽다
13269,"
"
13270,좁고
13271,옹졸한
13272,"
"
13273,좆
13274,같다
13275,"
"
13276,좆
13277,같이
13278,"
"
13279,좋지
13280,못
13281,하여
13282,"
"
13283,좋지
13284,못
13285,한
13286,"
"
13287,좋지
13288,못
13289,한
13290,상황
13291,에
13292,"
"
13293,좋지
13294,아니하거나
13295,"
"
13296,좋지
13297,아니하게
13298,"
"
13299,좋지
13300,아니하다
13301,"
"
13302,좋지
13303,아니한
13304,"
"
13305,좋지
13306,않거나
13307,"
"
13308,좋지
13309,않게
13310,"
"
13311,좋지
13312,않다
13313,"
"
13314,좋지
13315,않아서
13316,"
"
13317,좋지
13318,않은
13319,"
"
13320,좌욕
13321,"
"
13322,좌절
13323,"
"
13324,좌절
13325,하다
13326,"
"
13327,죄
13328,"
"
13329,죄
13330,있는
13331,"
"
13332,죄
13333,가
13334,"
"
13335,죄
13336,가
13337,될
13338,"
"
13339,죄
13340,가
13341,있는
13342,"
"
13343,죄과
13344,나
13345,잘못
13346,에
13347,"
"
13348,죄
13349,를
13350,"
"
13351,죄
13352,를
13353,도리어
13354,"
"
13355,죄
13356,를
13357,저지르다
13358,"
"
13359,죄
13360,를
13361,저지름
13362,"
"
13363,죄
13364,를
13365,주던
13366,"
"
13367,죄
13368,를
13369,지어
13370,"
"
13371,죄
13372,를
13373,지은
13374,"
"
13375,죄
13376,를
13377,짓거나
13378,"
"
13379,죄범
13380,"
"
13381,죄수
13382,"
"
13383,죄
13384,스러울
13385,"
"
13386,죄
13387,스러울
13388,정도
13389,로
13390,"
"
13391,죄
13392,스럽다
13393,"
"
13394,죄악
13395,망상
13396,"
"
13397,죄악
13398,감
13399,"
"
13400,죄악
13401,관영
13402,"
"
13403,죄악
13404,관영하
13405,다
13406,"
"
13407,죄악
13408,만을
13409,"
"
13410,죄악
13411,만을
13412,남긴
13413,"
"
13414,죄악
13415,만을
13416,남긴
13417,악정
13418,"
"
13419,죄악
13420,사
13421,"
"
13422,죄악
13423,상
13424,"
"
13425,죄악
13426,스럽다
13427,"
"
13428,죄악
13429,스레
13430,"
"
13431,죄악
13432,시
13433,"
"
13434,죄악
13435,시
13436,되다
13437,"
"
13438,죄악
13439,시
13440,하
13441,다
13442,"
"
13443,죄악
13444,에
13445,"
"
13446,죄악
13447,에
13448,차
13449,"
"
13450,죄악
13451,으로
13452,"
"
13453,죄악
13454,으로
13455,가득
13456,"
"
13457,죄악
13458,으로
13459,가득
13460,차
13461,"
"
13462,죄악
13463,으로
13464,보거나
13465,"
"
13466,죄악
13467,으로
13468,여겨지다
13469,"
"
13470,죄악
13471,을
13472,"
"
13473,죄악
13474,을
13475,지어
13476,"
"
13477,죄악
13478,이
13479,"
"
13480,죄악
13481,이
13482,되는
13483,"
"
13484,죄악
13485,이라고
13486,"
"
13487,죄악
13488,이라고
13489,느끼는
13490,"
"
13491,죄업
13492,"
"
13493,죄업
13494,망상
13495,"
"
13496,죄
13497,에
13498,"
"
13499,죄
13500,에
13501,빠지게
13502,"
"
13503,죄
13504,의
13505,앙갚음
13506,으로
13507,"
"
13508,죄
13509,의식
13510,"
"
13511,죄인
13512,의
13513,"
"
13514,죄인
13515,의
13516,머리
13517,를
13518,"
"
13519,죄인
13520,이
13521,"
"
13522,죄
13523,지은
13524,"
"
13525,죄
13526,지은
13527,듯
13528,하여
13529,"
"
13530,주제넘고
13531,"
"
13532,주제넘고
13533,건방지다
13534,"
"
13535,주제넘다
13536,"
"
13537,주책
13538,없는
13539,"
"
13540,주책
13541,없는
13542,짓
13543,이나
13544,"
"
13545,주책
13546,없이
13547,"
"
13548,주체
13549,스럽게
13550,"
"
13551,죽고
13552,싶다
13553,"
"
13554,죽음
13555,의
13556,"
"
13557,죽이는
13558,짓
13559,을
13560,"
"
13561,죽임
13562,"
"
13563,죽임을
13564,당하다
13565,"
"
13566,줏대
13567,없이
13568,"
"
13569,중병
13570,이
13571,"
"
13572,중병
13573,이
13574,재발
13575,하
13576,거나
13577,"
"
13578,중상
13579,"
"
13580,중풍
13581,"
"
13582,중풍
13583,으로
13584,"
"
13585,중
13586,한
13587,병
13588,"
"
13589,중
13590,한
13591,병
13592,을
13593,"
"
13594,즐거워하지
13595,아니하다
13596,"
"
13597,즐거워하지
13598,아니
13599,함
13600,"
"
13601,증세
13602,가
13603,나빠지도록
13604,"
"
13605,증오
13606,"
"
13607,증오
13608,감
13609,"
"
13610,증오
13611,심
13612,"
"
13613,증오
13614,하다
13615,"
"
13616,증오
13617,해
13618,"
"
13619,지겨워하다
13620,"
"
13621,지겹게
13622,"
"
13623,지겹게
13624,여기
13625,다
13626,"
"
13627,지겹다
13628,"
"
13629,지겹도록
13630,"
"
13631,지나치게
13632,더럽고
13633,"
"
13634,지나치게
13635,손상
13636,되어
13637,"
"
13638,지나치게
13639,시기하다
13640,"
"
13641,지나치게
13642,시기함
13643,"
"
13644,지나친
13645,"
"
13646,지나친
13647,성생활
13648,"
"
13649,지독하다
13650,"
"
13651,지옥
13652,"
"
13653,지위
13654,를
13655,얻지
13656,못
13657,하다
13658,"
"
13659,지위
13660,를
13661,얻지
13662,못
13663,함
13664,"
"
13665,지위
13666,를
13667,잃다
13668,"
"
13669,지저분하게
13670,"
"
13671,지저분하게
13672,널려
13673,"
"
13674,지저분하게
13675,늘어져
13676,"
"
13677,지저분하고
13678,"
"
13679,지저분하고
13680,더럽다
13681,"
"
13682,지저분하다
13683,"
"
13684,지저분한
13685,"
"
13686,지저분한
13687,모양
13688,"
"
13689,진저리
13690,"
"
13691,진저리
13692,가
13693,"
"
13694,진저리
13695,가
13696,나도록
13697,"
"
13698,진저리
13699,가
13700,날
13701,"
"
13702,진절머리
13703,"
"
13704,진절머리
13705,나
13706,는
13707,"
"
13708,질병
13709,"
"
13710,질병
13711,을
13712,앓을
13713,"
"
13714,질병
13715,이
13716,"
"
13717,질병
13718,이
13719,남아
13720,"
"
13721,질색
13722,"
"
13723,질색
13724,하다
13725,"
"
13726,질서
13727,없이
13728,"
"
13729,질
13730,이
13731,나쁘고
13732,"
"
13733,질환
13734,"
"
13735,집
13736,적거려
13737,"
"
13738,집
13739,적
13740,거리
13741,거나
13742,"
"
13743,집
13744,적집
13745,적
13746,"
"
13747,집
13748,적집
13749,적하
13750,다
13751,"
"
13752,짓궂게
13753,"
"
13754,짓궂게
13755,굴거나
13756,"
"
13757,짓궂게
13758,굴다
13759,"
"
13760,짓궂다
13761,"
"
13762,짓궂은
13763,"
"
13764,짓궂은
13765,말
13766,이나
13767,"
"
13768,짓궃
13769,게
13770,"
"
13771,짓궃
13772,게
13773,구
13774,는
13775,"
"
13776,짓궃
13777,게
13778,굴거나
13779,"
"
13780,짓궃
13781,게
13782,빈정거리는
13783,"
"
13784,짓궃
13785,게
13786,빈정거리다
13787,"
"
13788,짓궃
13789,고
13790,"
"
13791,짓궃
13792,고
13793,밉
13794,살
13795,스럽게
13796,"
"
13797,짓궃
13798,은
13799,"
"
13800,짓궃
13801,은
13802,데
13803,가
13804,"
"
13805,짓궃
13806,은
13807,말
13808,이나
13809,"
"
13810,짖궂게
13811,"
"
13812,짖궂게
13813,건드리는
13814,"
"
13815,짖궂게
13816,건드리다
13817,"
"
13818,짖궂게
13819,달라붙어
13820,"
"
13821,짖궂게
13822,빈정거리는
13823,"
"
13824,짖궂게
13825,빈정거리다
13826,"
"
13827,짖궂은
13828,"
"
13829,짖궂은
13830,데
13831,가
13832,"
"
13833,짖궂은
13834,말
13835,이나
13836,"
"
13837,짖궂은
13838,행동
13839,이나
13840,"
"
13841,짜증
13842,"
"
13843,짜증나는
13844,"
"
13845,짜증난
13846,"
"
13847,짜증
13848,내다
13849,"
"
13850,짜증
13851,니
13852,나
13853,는
13854,"
"
13855,짜증스럽다
13856,"
"
13857,짜증
13858,을
13859,"
"
13860,짜증
13861,을
13862,내는
13863,"
"
13864,짜증
13865,을
13866,내다
13867,"
"
13868,짜증
13869,을
13870,내며
13871,"
"
13872,짜증
13873,이
13874,"
"
13875,짜증
13876,이
13877,나거나
13878,"
"
13879,짜증
13880,이
13881,나
13882,는
13883,"
"
13884,짜증
13885,이
13886,날
13887,때
13888,"
"
13889,쩔쩔매거나
13890,"
"
13891,쩔쩔매는
13892,"
"
13893,쩔쩔매는
13894,모양
13895,"
"
13896,쩔쩔맴을
13897,"
"
13898,쩝쩝
13899,대다
13900,"
"
13901,쪼들리게
13902,"
"
13903,쪼들리게
13904,살림
13905,을
13906,"
"
13907,쪼들린
13908,"
"
13909,쪼들린
13910,탓
13911,으로
13912,"
"
13913,쭈그러져
13914,볼품
13915,없이
13916,"
"
13917,찝
13918,쩍
13919,대
13920,다
13921,"
"
13922,찝찝하다
13923,"
"
13924,착실하지
13925,못
13926,하게
13927,"
"
13928,착실하지
13929,못
13930,하고
13931,"
"
13932,착실하지
13933,못
13934,하다
13935,"
"
13936,착실하지
13937,못
13938,하며
13939,"
"
13940,착실하지
13941,못
13942,하여
13943,"
"
13944,착실하지
13945,않아
13946,"
"
13947,착잡하거나
13948,"
"
13949,착잡하거나
13950,언짢은
13951,"
"
13952,착하지
13953,못
13954,함을
13955,"
"
13956,참담한
13957,"
"
13958,참담한
13959,형편
13960,이나
13961,"
"
13962,참형
13963,에
13964,"
"
13965,참형
13966,에
13967,처
13968,한
13969,"
"
13970,참혹하게
13971,"
"
13972,참혹하기
13973,"
"
13974,참혹하기
13975,짝
13976,이
13977,없고
13978,"
"
13979,참혹하다
13980,"
"
13981,참혹하여
13982,"
"
13983,참혹한
13984,"
"
13985,참혹한
13986,모습
13987,이나
13988,"
"
13989,참혹함을
13990,"
"
13991,참혹함을
13992,느끼어
13993,"
"
13994,창녀
13995,"
"
13996,창피
13997,"
"
13998,창피
13999,스럽다
14000,"
"
14001,창
14002,피스
14003,레
14004,"
"
14005,창피하게
14006,"
"
14007,창피하게
14008,생각
14009,하여
14010,"
"
14011,창피하다
14012,"
"
14013,창피하여
14014,"
"
14015,창피한
14016,"
"
14017,창피한
14018,느낌
14019,"
"
14020,창
14021,황하
14022,다
14023,"
"
14024,채신
14025,없이
14026,"
"
14027,채신
14028,없이
14029,행동
14030,하는
14031,"
"
14032,채신
14033,없이
14034,행동
14035,하다
14036,"
"
14037,책망
14038,"
"
14039,책
14040,망하거나
14041,"
"
14042,책망
14043,하다
14044,"
"
14045,책망
14046,함
14047,"
"
14048,처량하고
14049,"
"
14050,처량하고
14051,슬프게
14052,"
"
14053,처량하고
14054,슬프다
14055,"
"
14056,처량히
14057,"
"
14058,처리
14059,를
14060,못
14061,하고
14062,"
"
14063,처리
14064,하기
14065,어려움
14066,"
"
14067,처리
14068,하기
14069,어려워서
14070,"
"
14071,처리
14072,하기
14073,어렵다
14074,"
"
14075,처리
14076,하지
14077,못
14078,하고
14079,"
"
14080,처벌
14081,을
14082,"
"
14083,처벌
14084,하여
14085,"
"
14086,처
14087,연하다
14088,"
"
14089,처지
14090,가
14091,나빠지다
14092,"
"
14093,처지
14094,가
14095,안되고
14096,"
"
14097,처참하게
14098,"
"
14099,처참하다
14100,"
"
14101,천박
14102,"
"
14103,천박하게
14104,"
"
14105,천박하게
14106,까
14107,무스
14108,름
14109,하
14110,다
14111,"
"
14112,천박하고
14113,"
"
14114,천박하고
14115,못
14116,된
14117,"
"
14118,천한
14119,사람
14120,이나
14121,"
"
14122,철저하지
14123,못
14124,하게
14125,"
"
14126,철저하지
14127,못
14128,하다
14129,"
"
14130,체면
14131,이
14132,깍이는
14133,"
"
14134,체면
14135,이
14136,깎이는
14137,"
"
14138,체면
14139,이
14140,깎
14141,일
14142,"
"
14143,초라하고
14144,"
"
14145,초라하고
14146,가엾게
14147,"
"
14148,초라하다
14149,"
"
14150,초라한
14151,"
"
14152,초라한
14153,데
14154,가
14155,"
"
14156,초라한
14157,집
14158,을
14159,"
"
14160,초상
14161,이
14162,"
"
14163,초상
14164,이
14165,나다
14166,"
"
14167,최악
14168,"
"
14169,최악
14170,의
14171,"
"
14172,최좌
14173,"
"
14174,추근대다
14175,"
"
14176,추악해지다
14177,"
"
14178,추잡하다
14179,"
"
14180,추잡한
14181,"
"
14182,추잡한
14183,데
14184,가
14185,"
"
14186,추저
14187,분하게
14188,"
"
14189,추저
14190,분하다
14191,"
"
14192,추
14193,저
14194,분한
14195,"
"
14196,추하고
14197,"
"
14198,추하다
14199,"
"
14200,충분하지
14201,못
14202,하다
14203,"
"
14204,충분하지
14205,아니하다
14206,"
"
14207,충실하지
14208,않고
14209,"
"
14210,취약
14211,하다
14212,"
"
14213,취약
14214,한
14215,"
"
14216,측은
14217,스럽다
14218,"
"
14219,측은
14220,지심
14221,"
"
14222,측은하다
14223,"
"
14224,치밀하지
14225,못
14226,하여
14227,"
"
14228,치사하고
14229,"
"
14230,치사하고
14231,더러워
14232,"
"
14233,치사하여
14234,"
"
14235,치욕
14236,"
"
14237,치욕스럽다
14238,"
"
14239,침울하고
14240,"
"
14241,침울하고
14242,무겁다
14243,"
"
14244,칼빵
14245,"
"
14246,크게
14247,노함
14248,"
"
14249,크게
14250,실망하다
14251,"
"
14252,크게
14253,실망함
14254,"
"
14255,크게
14256,우는
14257,"
"
14258,크게
14259,위태
14260,로움
14261,을
14262,"
"
14263,큰
14264,결함
14265,"
"
14266,큰
14267,불행
14268,을
14269,"
"
14270,큰
14271,타격
14272,을
14273,"
"
14274,타격
14275,을
14276,"
"
14277,타격
14278,을
14279,받아
14280,"
"
14281,타격
14282,을
14283,입어
14284,"
"
14285,타분하다
14286,"
"
14287,탁하다
14288,"
"
14289,탄식
14290,"
"
14291,탄식
14292,따위
14293,를
14294,"
"
14295,탄식
14296,하다
14297,"
"
14298,탄식
14299,하여
14300,"
"
14301,탄식
14302,할
14303,"
"
14304,탄식
14305,할
14306,만하
14307,게
14308,"
"
14309,탄식
14310,할
14311,만
14312,한
14313,"
"
14314,탄식
14315,함
14316,"
"
14317,탐욕
14318,스러운
14319,"
"
14320,탐욕
14321,스러운
14322,사람
14323,을
14324,"
"
14325,탐욕
14326,이
14327,"
"
14328,탐욕
14329,이
14330,많아서
14331,"
"
14332,탐
14333,탁
14334,지
14335,아니하게
14336,"
"
14337,탐
14338,탁하지
14339,아니하고
14340,"
"
14341,탓
14342,하
14343,거나
14344,불평
14345,을
14346,"
"
14347,터
14348,무니
14349,없거나
14350,"
"
14351,터
14352,무니
14353,없거나
14354,어처구니없다고
14355,"
"
14356,터
14357,무니
14358,없는
14359,"
"
14360,터
14361,무니
14362,없는
14363,고집
14364,을
14365,"
"
14366,터
14367,무니
14368,없이
14369,"
"
14370,톨톨대다
14371,"
"
14372,통탄
14373,하다
14374,"
"
14375,퉁
14376,명
14377,스러운
14378,"
"
14379,퉁
14380,명
14381,스러운
14382,데
14383,가
14384,"
"
14385,틀리거나
14386,그릇되게
14387,"
"
14388,파괴
14389,"
"
14390,파괴
14391,행위
14392,"
"
14393,파울
14394,"
"
14395,팔자
14396,사나운
14397,"
"
14398,패배하다
14399,"
"
14400,페널티
14401,"
"
14402,편견
14403,"
"
14404,편두통
14405,"
"
14406,편리하지
14407,않은
14408,"
"
14409,편안하지
14410,못
14411,하다
14412,"
"
14413,편안하지
14414,아니하게
14415,"
"
14416,편안하지
14417,아니하다
14418,"
"
14419,편안하지
14420,아니
14421,함
14422,"
"
14423,편안하지
14424,않다는
14425,"
"
14426,편치
14427,못
14428,하고
14429,"
"
14430,편하지
14431,못
14432,하다
14433,"
"
14434,편하지
14435,못
14436,한
14437,"
"
14438,편하지
14439,아니하고
14440,"
"
14441,편하지
14442,아니하다
14443,"
"
14444,편하지
14445,아니
14446,함
14447,"
"
14448,편하지
14449,않고
14450,"
"
14451,편하지
14452,않은
14453,"
"
14454,편하지
14455,않음
14456,"
"
14457,평온하지
14458,못
14459,하고
14460,"
"
14461,폐가
14462,상하
14463,여
14464,"
"
14465,폐결핵
14466,"
"
14467,폐렴
14468,"
"
14469,폐
14470,를
14471,끼쳐서
14472,"
"
14473,폐
14474,를
14475,끼쳤을
14476,"
"
14477,포악하다
14478,"
"
14479,포악한
14480,성격
14481,"
"
14482,포악한
14483,성격
14484,을
14485,"
"
14486,폭
14487,군
14488,"
"
14489,폭
14490,군
14491,을
14492,"
"
14493,폭력
14494,"
"
14495,푸념
14496,을
14497,"
"
14498,품고
14499,미워하다
14500,"
"
14501,품행
14502,이
14503,단정하지
14504,못
14505,하고
14506,"
"
14507,풍자
14508,하였다
14509,"
"
14510,피꺼솟
14511,"
"
14512,피
14513,눈물
14514,"
"
14515,피부병
14516,"
"
14517,피부병
14518,증상
14519,"
"
14520,피부병
14521,을
14522,앓아
14523,"
"
14524,피하
14525,거나
14526,싫어하다
14527,"
"
14528,핀잔
14529,"
"
14530,핀잔
14531,따위
14532,를
14533,"
"
14534,핀잔
14535,을
14536,"
"
14537,핀잔
14538,을
14539,주거
14540,나
14541,"
"
14542,핀잔
14543,을
14544,주는
14545,"
"
